action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,17.372025799995754,0,True,0,2.7478068954774413,0,False,True,laptop,1.0,0.304399850275735,full,300,False,100,0,3,20,attack-v2-row-v1,1888596472,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.01774260000093,0,True,0,2.91766637001738,0,False,True,laptop,1.0,0.25955147199272977,full,300,False,200,0,4,20,attack-v2-row-v1,616452124,102,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.51847939999425,0,True,0,2.7478063214409434,0,False,True,laptop,1.0,0.29527186466434635,full,300,False,150,0,4,20,attack-v2-row-v1,1094701261,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.61592529999325,0,True,0,2.775384434069373,0,False,True,laptop,1.0,0.30406101389640083,full,300,False,100,0,4,20,attack-v2-row-v1,1997028008,107,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.908310400001938,0,True,0,2.7205033709500106,0,False,True,laptop,1.0,0.31313135886710297,full,300,False,100,0,5,20,attack-v2-row-v1,573010943,109,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.525408100016648,0,True,0,2.6402145274886615,0,False,True,laptop,1.0,0.2908166443053152,full,300,False,200,0,5,20,attack-v2-row-v1,776541883,112,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.915394200012088,0,True,0,3.036399860192493,0,False,True,laptop,1.0,0.31881881777909776,full,300,False,150,0,5,20,attack-v2-row-v1,1297230888,98,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.777230500010774,0,True,0,2.888494061202969,0,False,True,laptop,1.0,0.304840368735964,full,300,False,150,0,6,20,attack-v2-row-v1,887420850,103,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,19.612875299993902,0,True,0,2.4619812335272258,0,False,True,laptop,1.0,0.31059621401936227,full,300,False,200,0,6,20,attack-v2-row-v1,1816075689,119,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.70978569998988,0,True,0,2.888494790239338,0,False,True,laptop,1.0,0.28320021991344896,full,300,False,100,0,6,20,attack-v2-row-v1,2023075133,103,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.884309499990195,0,True,0,2.7478066572624322,0,False,True,laptop,1.0,0.2888179467204795,full,300,False,200,0,7,20,attack-v2-row-v1,277724728,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.809239199996227,0,True,0,2.720503516544076,0,False,True,laptop,1.0,0.3010839794089466,full,300,False,150,0,7,20,attack-v2-row-v1,590133106,109,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.612769300001673,0,True,0,3.006222838038376,0,False,True,laptop,1.0,0.291378830880043,full,300,False,100,0,7,20,attack-v2-row-v1,1261969146,99,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.65863890000037,0,True,0,3.160363926793915,0,False,True,laptop,1.0,0.2917405432884907,full,300,False,100,0,8,20,attack-v2-row-v1,60824847,94,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.306692299986025,0,True,0,2.831373550711275,0,False,True,laptop,1.0,0.2954508349943062,full,300,False,200,0,8,20,attack-v2-row-v1,223391320,105,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.96019770001294,0,True,0,2.8597914307964785,0,False,True,laptop,1.0,0.294525220687117,full,300,False,150,0,8,20,attack-v2-row-v1,2040411821,104,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.642429300001822,0,True,0,2.803239425531953,0,False,True,laptop,1.0,0.30318572489392775,full,300,False,100,0,9,20,attack-v2-row-v1,34294820,106,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.90841969999019,0,True,0,2.53684155544061,0,False,True,laptop,1.0,0.32859406700458976,full,300,False,200,0,9,20,attack-v2-row-v1,1138746050,116,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.603029999998398,0,True,0,2.9467696914719284,0,False,True,laptop,1.0,0.2975396402481635,full,300,False,150,0,9,20,attack-v2-row-v1,1308628168,101,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.945066099986434,0,True,0,3.0062235663242953,0,False,True,laptop,1.0,0.3080362973426573,full,300,False,200,0,10,20,attack-v2-row-v1,416492023,99,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.15464220001013,0,True,0,2.666710538061514,0,False,True,laptop,1.0,0.3005710929725458,full,300,False,150,0,10,20,attack-v2-row-v1,846809098,111,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.269818400003714,0,True,0,3.066876492307454,0,False,True,laptop,1.0,0.27630338449690744,full,300,False,100,0,10,20,attack-v2-row-v1,1883149237,97,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.39246059997822,0,True,0,2.747806926126115,0,False,True,laptop,1.0,0.30012733919272694,full,300,False,200,0,11,20,attack-v2-row-v1,328177548,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.582391800009646,0,True,0,2.56229852176459,0,False,True,laptop,1.0,0.32583065249021403,full,300,False,100,0,11,20,attack-v2-row-v1,1174893628,115,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.105687100003706,0,True,0,3.036398946084928,0,False,True,laptop,1.0,0.3023660318673875,full,300,False,150,0,11,20,attack-v2-row-v1,1252701958,98,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.62219449999975,0,True,0,2.9174860623876926,0,False,True,laptop,1.0,0.32534944819634876,full,300,False,150,0,12,20,attack-v2-row-v1,161343522,102,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.567791199981002,0,True,0,2.720503799435687,0,False,True,laptop,1.0,0.3036581842032549,full,300,False,200,0,12,20,attack-v2-row-v1,258429539,109,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.360984700004337,0,True,0,3.006223336153674,0,False,True,laptop,1.0,0.3005559339063458,full,300,False,100,0,12,20,attack-v2-row-v1,892279771,99,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.756429000000935,0,True,0,3.128759763288101,0,False,True,laptop,1.0,0.2981363680877289,full,300,False,150,0,13,20,attack-v2-row-v1,511658204,95,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,19.31762359998538,0,True,0,2.486685527738074,0,False,True,laptop,1.0,0.2945371081761259,full,300,False,100,0,13,20,attack-v2-row-v1,900205035,118,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.217155999998795,0,True,0,2.976348788720105,0,False,True,laptop,1.0,0.2960541516191466,full,300,False,200,0,13,20,attack-v2-row-v1,2067380732,100,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,20.293002699996578,0,True,0,2.389333399059091,0,False,True,laptop,1.0,0.29342914331958453,full,300,False,100,0,14,20,attack-v2-row-v1,7974681,122,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.689556700002868,0,True,0,2.9174870946580773,0,False,True,laptop,1.0,0.2712748456668628,full,300,False,150,0,14,20,attack-v2-row-v1,494236438,102,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.281531599990558,0,True,0,2.7753834416669574,0,False,True,laptop,1.0,0.29790258624416854,full,300,False,200,0,14,20,attack-v2-row-v1,1937937833,107,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.97345150000183,0,True,0,3.0363998797594016,0,False,True,laptop,1.0,0.3179946395883214,full,300,False,200,0,15,20,attack-v2-row-v1,144903676,98,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.992393299995456,0,True,0,2.8032392388679246,0,False,True,laptop,1.0,0.3028548166199567,full,300,False,100,0,15,20,attack-v2-row-v1,269009744,106,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,20.065546600002563,0,True,0,2.318832656129665,0,False,True,laptop,1.0,0.31520965005335,full,300,False,150,0,15,20,attack-v2-row-v1,1137639593,125,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,19.734301299991785,0,True,0,2.389333425321022,0,False,True,laptop,1.0,0.32603618056676464,full,300,False,150,0,16,20,attack-v2-row-v1,1560495975,122,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.973269599984633,0,True,0,2.8597917112500593,0,False,True,laptop,1.0,0.28976567969727146,full,300,False,200,0,16,20,attack-v2-row-v1,1670346504,104,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.387702199979685,0,True,0,2.7205035728914706,0,False,True,laptop,1.0,0.30247513548899185,full,300,False,100,0,16,20,attack-v2-row-v1,1994882296,109,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.430709100008244,0,True,0,2.888495385329425,0,False,True,laptop,1.0,0.29073924146735286,full,300,False,150,0,17,20,attack-v2-row-v1,651109810,103,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.764394099998754,0,True,0,2.511638151796029,0,False,True,laptop,1.0,0.2996397788294583,full,300,False,100,0,17,20,attack-v2-row-v1,1235720552,117,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.378148599993438,0,True,0,2.946770576633443,0,False,True,laptop,1.0,0.2826228215534513,full,300,False,200,0,17,20,attack-v2-row-v1,1365840504,101,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.47132710000733,0,True,0,2.747806815657287,0,False,True,laptop,1.0,0.29162234868021636,full,300,False,150,0,18,20,attack-v2-row-v1,225484847,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,16.06308980000904,0,True,0,2.946768921197579,0,False,True,laptop,1.0,0.33793330264525384,full,300,False,100,0,18,20,attack-v2-row-v1,537473912,101,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.7219757999992,0,True,0,2.6934724292777834,0,False,True,laptop,1.0,0.3182510162488908,full,300,False,200,0,18,20,attack-v2-row-v1,1021015275,110,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,17.3805770999752,0,True,0,2.7478068078277884,0,False,True,laptop,1.0,0.2966128140208591,full,300,False,200,0,19,20,attack-v2-row-v1,96841605,108,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,18.801080399978673,0,True,0,2.5116381005703206,0,False,True,laptop,1.0,0.2966844875298158,full,300,False,100,0,19,20,attack-v2-row-v1,253855839,117,300,False,False,evaluator_collusion,0,0,0,False
True,True,True,0.0,True,False,False,False,15.796849500009557,0,True,0,2.9763467856464856,0,False,True,laptop,1.0,0.2920995777426346,full,300,False,150,0,19,20,attack-v2-row-v1,1651625931,100,300,False,False,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.941646799998125,0,False,343,69.56761835089745,0,False,True,laptop,1.0,0.3244528446832403,full,300,True,100,0,0,20,attack-v2-row-v1,1056462992,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.31164520001039,0,False,275,56.68979623782655,0,False,True,laptop,1.0,0.30943241203763,full,300,True,150,0,0,20,attack-v2-row-v1,1409315853,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.570926099986536,0,False,352,72.79916449593922,0,False,True,laptop,1.0,0.2996891588431735,full,300,True,200,0,0,20,attack-v2-row-v1,1635449145,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.5699314000085,0,False,318,65.45780091670335,0,False,True,laptop,1.0,0.2902956762834997,full,300,True,100,0,1,20,attack-v2-row-v1,33835649,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.57999179998296,0,False,306,62.881235882031,0,False,True,laptop,1.0,0.29591269814010174,full,300,True,200,0,1,20,attack-v2-row-v1,865720754,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.728671099990606,0,False,328,69.77007461739132,0,False,True,laptop,1.0,0.28907795470921416,full,300,True,150,0,1,20,attack-v2-row-v1,1372562077,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.79250850001699,0,False,282,57.85819704508607,0,False,True,laptop,1.0,0.30202775764487677,full,300,True,100,0,2,20,attack-v2-row-v1,1011427233,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.34272340001189,0,False,327,68.11878027101892,0,False,True,laptop,1.0,0.31916965701568945,full,300,True,200,0,2,20,attack-v2-row-v1,1492080402,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.25253949998296,0,False,326,66.90380357003079,0,False,True,laptop,1.0,0.29705210558396444,full,300,True,150,0,2,20,attack-v2-row-v1,1711058644,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.05956999998307,0,False,291,59.027316173286096,0,False,True,laptop,1.0,0.2863532516077126,full,300,True,150,0,3,20,attack-v2-row-v1,611115984,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.87854309999966,0,False,312,63.07253970777432,0,False,True,laptop,1.0,0.2944307889706709,full,300,True,200,0,3,20,attack-v2-row-v1,1088752591,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.043355499976315,0,False,395,78.96923372203322,0,False,True,laptop,1.0,0.304399850275735,full,300,True,100,0,3,20,attack-v2-row-v1,1888596472,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.264924299990525,0,False,326,67.67222304601685,0,False,True,laptop,1.0,0.25955147199272977,full,300,True,200,0,4,20,attack-v2-row-v1,616452124,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.128408400021726,0,False,322,67.60451430397568,0,False,True,laptop,1.0,0.29527186466434635,full,300,True,150,0,4,20,attack-v2-row-v1,1094701261,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.12468889998854,0,False,297,61.96993769621844,0,False,True,laptop,1.0,0.30406101389640083,full,300,True,100,0,4,20,attack-v2-row-v1,1997028008,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.57426379999379,0,False,297,63.30000236294467,0,False,True,laptop,1.0,0.29419104652556555,full,300,True,100,0,5,20,attack-v2-row-v1,573010943,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.58503590000328,0,False,288,59.13520557064624,0,False,True,laptop,1.0,0.2908166443053152,full,300,True,200,0,5,20,attack-v2-row-v1,776541883,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.80685910000466,0,False,313,64.47901570659661,0,False,True,laptop,1.0,0.3069067316553829,full,300,True,150,0,5,20,attack-v2-row-v1,1297230888,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.33750839999993,0,False,271,55.014086738505945,0,False,True,laptop,1.0,0.304840368735964,full,300,True,150,0,6,20,attack-v2-row-v1,887420850,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.12549730000319,0,False,326,67.15322951353046,0,False,True,laptop,1.0,0.29444048632359177,full,300,True,200,0,6,20,attack-v2-row-v1,1816075689,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.103212700021686,0,False,311,64.15396374678713,0,False,True,laptop,1.0,0.28320021991344896,full,300,True,100,0,6,20,attack-v2-row-v1,2023075133,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.65564230000018,0,False,270,56.68527806631947,0,False,True,laptop,1.0,0.2887244261780484,full,300,True,200,0,7,20,attack-v2-row-v1,277724728,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.52691899999627,0,False,322,66.87594796538392,0,False,True,laptop,1.0,0.3010839794089466,full,300,True,150,0,7,20,attack-v2-row-v1,590133106,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.42203119999613,0,False,414,86.92657725573736,0,False,True,laptop,1.0,0.291378830880043,full,300,True,100,0,7,20,attack-v2-row-v1,1261969146,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.97672519998741,0,False,296,61.80948704316595,0,False,True,laptop,1.0,0.2917405432884907,full,300,True,100,0,8,20,attack-v2-row-v1,60824847,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.348321700003,0,False,371,76.70505694862166,0,False,True,laptop,1.0,0.2954508349943062,full,300,True,200,0,8,20,attack-v2-row-v1,223391320,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.376879100018414,0,False,253,52.75646673388126,0,False,True,laptop,1.0,0.2940541743384074,full,300,True,150,0,8,20,attack-v2-row-v1,2040411821,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.378113599988865,0,False,282,57.45676945769146,0,False,True,laptop,1.0,0.30318572489392775,full,300,True,100,0,9,20,attack-v2-row-v1,34294820,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.369547100010095,0,False,320,66.02887050738799,0,False,True,laptop,1.0,0.3080598230171348,full,300,True,200,0,9,20,attack-v2-row-v1,1138746050,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.400681600003736,0,False,366,75.32272331257528,0,False,True,laptop,1.0,0.2975396402481635,full,300,True,150,0,9,20,attack-v2-row-v1,1308628168,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.44020979999914,0,False,337,68.57014183185164,0,False,True,laptop,1.0,0.2906502791060871,full,300,True,200,0,10,20,attack-v2-row-v1,416492023,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.645529900008114,0,False,317,64.99841560764402,0,False,True,laptop,1.0,0.29091047869896913,full,300,True,150,0,10,20,attack-v2-row-v1,846809098,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.79261659999611,0,False,295,60.190416947432894,0,False,True,laptop,1.0,0.27630338449690744,full,300,True,100,0,10,20,attack-v2-row-v1,1883149237,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.49647029998596,0,False,306,61.506096928574735,0,False,True,laptop,1.0,0.30012733919272694,full,300,True,200,0,11,20,attack-v2-row-v1,328177548,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.032040399994,0,False,308,64.60090304899764,0,False,True,laptop,1.0,0.3108153094876989,full,300,True,100,0,11,20,attack-v2-row-v1,1174893628,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.18241870001657,0,False,343,70.49912600888717,0,False,True,laptop,1.0,0.3023660318673875,full,300,True,150,0,11,20,attack-v2-row-v1,1252701958,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.899765300011495,0,False,322,64.9339990091869,0,False,True,laptop,1.0,0.30518538822722474,full,300,True,150,0,12,20,attack-v2-row-v1,161343522,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.792585999995936,0,False,309,63.99603082735139,0,False,True,laptop,1.0,0.3036581842032549,full,300,True,200,0,12,20,attack-v2-row-v1,258429539,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.17008799998439,0,False,329,65.61099778979484,0,False,True,laptop,1.0,0.30043220414094546,full,300,True,100,0,12,20,attack-v2-row-v1,892279771,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.75844090001192,0,False,310,64.80444047985542,0,False,True,laptop,1.0,0.2981363680877289,full,300,True,150,0,13,20,attack-v2-row-v1,511658204,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.94596429998637,0,False,287,59.72651263616657,0,False,True,laptop,1.0,0.2945371081761259,full,300,True,100,0,13,20,attack-v2-row-v1,900205035,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.58186829998158,0,False,303,65.09090422939711,0,False,True,laptop,1.0,0.2960541516191466,full,300,True,200,0,13,20,attack-v2-row-v1,2067380732,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.72540389999631,0,False,273,56.339533241854696,0,False,True,laptop,1.0,0.29342914331958453,full,300,True,100,0,14,20,attack-v2-row-v1,7974681,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.81404540000949,0,False,340,72.04624497618879,0,False,True,laptop,1.0,0.2712748456668628,full,300,True,150,0,14,20,attack-v2-row-v1,494236438,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.58661920001032,0,False,275,57.90646540307155,0,False,True,laptop,1.0,0.29790258624416854,full,300,True,200,0,14,20,attack-v2-row-v1,1937937833,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,38.556509099988034,0,False,327,69.25380902069745,0,False,True,laptop,1.0,0.2951729234417262,full,300,True,200,0,15,20,attack-v2-row-v1,144903676,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,49.080382599990116,0,False,321,64.88302976410301,0,False,True,laptop,1.0,0.3028548166199567,full,300,True,100,0,15,20,attack-v2-row-v1,269009744,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.130532999988645,0,False,266,53.513946380121844,0,False,True,laptop,1.0,0.31520965005335,full,300,True,150,0,15,20,attack-v2-row-v1,1137639593,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,51.52610910002841,0,False,337,69.02668235254681,0,False,True,laptop,1.0,0.32603618056676464,full,300,True,150,0,16,20,attack-v2-row-v1,1560495975,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,38.22039760000189,0,False,273,53.7251539648788,0,False,True,laptop,1.0,0.28976567969727146,full,300,True,200,0,16,20,attack-v2-row-v1,1670346504,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.86106719999225,0,False,305,62.40002637776574,0,False,True,laptop,1.0,0.30247513548899185,full,300,True,100,0,16,20,attack-v2-row-v1,1994882296,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,50.193176700006006,0,False,254,50.28052777090466,0,False,True,laptop,1.0,0.29073924146735286,full,300,True,150,0,17,20,attack-v2-row-v1,651109810,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,48.77340039997944,0,False,320,66.80523635034554,0,False,True,laptop,1.0,0.2996397788294583,full,300,True,100,0,17,20,attack-v2-row-v1,1235720552,300,300,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,38.29353909997735,0,False,320,65.93626754695498,0,False,True,laptop,1.0,0.2826228215534513,full,300,True,200,0,17,20,attack-v2-row-v1,1365840504,300,300,False,True,evaluator_collusion,0,0,0,False
